,A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
325,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
326,1.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
327,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,4.0,1.0,2.0,1.0,3.0,-0.0,1.0,1.0,1.0,0.0,1
328,2.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1
329,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
330,1.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
331,1.0,0.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,1
332,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,9.0,3.0,2.0,1.0,2.0,0.0,1.0,-0.0,-0.0,2.0,-0.0,0.0,1
333,1.0,0.0,3.0,2.0,3.0,2.0,3.0,4.0,7.0,4.0,4.0,2.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,2
334,3.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
335,1.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,1.0,2
336,3.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
337,0.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
338,3.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,7.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
339,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
340,3.0,1.0,4.0,2.0,4.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
341,3.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,0.0,3.0,-0.0,1.0,2.0,1.0,0.0,2
342,3.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
343,0.0,0.0,0.0,2.0,4.0,1.0,0.0,4.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
344,1.0,0.0,4.0,2.0,4.0,1.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
345,2.0,0.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
346,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
347,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
348,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,2
349,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,9.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
350,3.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
351,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
352,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
353,1.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
354,3.0,0.0,4.0,2.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
355,3.0,1.0,0.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
356,3.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
357,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,9.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2
358,3.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,3.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
359,3.0,0.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
360,3.0,0.0,1.0,2.0,4.0,1.0,2.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,-0.0,2.0,-0.0,0.0,1
361,0.0,1.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
362,3.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
363,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
364,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,3.0,2.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,1.0,0.0,1
365,3.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
366,3.0,1.0,4.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
367,1.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1
368,1.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,9.0,4.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
369,3.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,9.0,2.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
370,3.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
371,1.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
372,0.0,1.0,0.0,0.0,4.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
373,0.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
374,3.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,0.0,1.0,2.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
375,0.0,0.0,0.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
376,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
377,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,2
378,3.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
379,3.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
380,1.0,0.0,4.0,0.0,4.0,1.0,0.0,4.0,9.0,4.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
381,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,9.0,3.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,2
382,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,-0.0,1.0,2.0,-0.0,0.0,1
383,1.0,0.0,4.0,2.0,4.0,2.0,2.0,4.0,0.0,3.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
384,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
385,3.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
386,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,1.0,1
387,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,1.0,0.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
388,2.0,1.0,2.0,2.0,2.0,1.0,0.0,4.0,0.0,4.0,3.0,1.0,3.0,0.0,2.0,-0.0,1.0,3.0,-0.0,0.0,2
389,1.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
390,3.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,1
391,3.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,9.0,4.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,-0.0,0.0,2
392,3.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,1.0,1
393,0.0,0.0,4.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
394,3.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1
395,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
396,0.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,7.0,3.0,2.0,0.0,1.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
397,3.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
398,1.0,0.0,4.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
399,3.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
400,1.0,0.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
401,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
402,3.0,0.0,1.0,2.0,3.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,2.0,0.0,3.0,-0.0,1.0,2.0,-0.0,0.0,1
403,1.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
404,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
405,3.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
406,3.0,0.0,3.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
407,3.0,0.0,0.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
408,0.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,-0.0,0.0,2
409,0.0,1.0,0.0,2.0,4.0,1.0,3.0,4.0,3.0,4.0,0.0,2.0,2.0,0.0,3.0,1.0,-0.0,3.0,-0.0,0.0,1
410,3.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,6.0,4.0,2.0,1.0,0.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
411,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
412,1.0,1.0,4.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
413,3.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,6.0,2.0,3.0,0.0,3.0,0.0,1.0,-0.0,-0.0,1.0,-0.0,0.0,1
414,3.0,1.0,3.0,2.0,4.0,1.0,0.0,4.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
415,0.0,0.0,0.0,2.0,4.0,1.0,2.0,4.0,6.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,-0.0,0.0,1
416,2.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.0,1.0,1.0,-0.0,0.0,2
417,3.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
418,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
419,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
420,3.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,2
421,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,2
422,3.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,7.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,-0.0,0.0,1
423,0.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
424,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
425,2.0,1.0,4.0,2.0,4.0,1.0,0.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
426,1.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,6.0,3.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,2
427,3.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,2.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,1
428,3.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
429,3.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
430,3.0,1.0,0.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,-0.0,0.0,1
431,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,-0.0,1.0,1.0,1.0,0.0,2
432,3.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
433,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
434,0.0,1.0,0.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,2
435,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
436,3.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
437,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
438,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
439,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,-0.0,1.0,1.0,-0.0,0.0,1
440,1.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,8.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
441,3.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,9.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
442,0.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
443,0.0,1.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
444,3.0,0.0,4.0,0.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,1.0,0.0,1
445,3.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,9.0,3.0,2.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
446,3.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1
447,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,0.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
448,0.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,7.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,2
449,0.0,0.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
450,3.0,1.0,4.0,2.0,4.0,2.0,1.0,4.0,8.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,-0.0,1.0,-0.0,0.0,1
451,1.0,0.0,0.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
452,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
453,3.0,0.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
454,2.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,1.0,0.0,1
455,1.0,0.0,1.0,2.0,4.0,1.0,0.0,3.0,9.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,0.0,1
456,0.0,1.0,0.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
457,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
458,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
459,0.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
460,3.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
461,3.0,1.0,2.0,2.0,4.0,1.0,0.0,4.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
462,1.0,1.0,0.0,2.0,4.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,-0.0,1.0,-0.0,0.0,2
463,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
464,3.0,1.0,0.0,2.0,4.0,1.0,3.0,4.0,0.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
465,3.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,-0.0,1.0,1
466,3.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,-0.0,-0.0,1.0,-0.0,0.0,1
467,3.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,0.0,2.0,-0.0,1.0,2.0,-0.0,0.0,1
468,1.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,9.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,2
469,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,2.0,-0.0,-0.0,2.0,-0.0,0.0,1
470,1.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,0.0,2.0,1.0,-0.0,1.0,-0.0,0.0,1
471,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,-0.0,1.0,1
472,0.0,0.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
473,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,2.0,1.0,3.0,-0.0,1.0,1.0,1.0,0.0,2
474,3.0,0.0,0.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,1
475,1.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,1
476,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,2.0,-0.0,-0.0,2.0,-0.0,0.0,1
477,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
478,0.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1
479,2.0,0.0,1.0,2.0,4.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
480,1.0,0.0,1.0,0.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,-0.0,0.0,2
481,0.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,2
482,3.0,0.0,4.0,2.0,4.0,1.0,1.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.0,1.0,1.0,-0.0,0.0,2
483,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,-0.0,0.0,1
484,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,-0.0,1.0,1.0,1.0,0.0,2
485,3.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,0.0,2.0,-0.0,1.0,1.0,-0.0,0.0,1
486,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1
