A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
3,0,0,2,1,1,0,3,4,2,1,1,1,0,2,26,18,1,1453,0,1
3,0,0,2,2,1,3,1,7,2,1,1,1,0,2,56,6,1,1538,0,1
3,1,4,2,4,1,3,4,4,2,2,2,2,0,2,37,12,1,2279,0,1
3,0,0,0,3,1,0,4,4,3,2,1,3,0,2,33,15,2,1478,0,1
3,1,0,2,3,1,3,3,4,4,1,2,3,0,2,47,24,3,5103,0,1
1,1,1,2,3,2,1,1,9,3,3,1,2,0,1,31,36,2,9857,0,1
2,1,4,2,2,1,1,4,4,4,3,1,2,0,2,27,10,2,1347,0,1
1,0,1,2,3,1,3,4,0,3,4,2,2,0,2,30,36,1,2862,0,1
3,1,1,2,4,1,2,3,4,2,4,1,2,1,2,35,9,1,2753,0,1
0,0,3,2,3,2,1,1,0,2,2,1,2,0,2,31,12,1,3651,0,1
0,0,0,2,3,1,1,2,3,4,2,1,0,0,2,25,15,2,975,0,1
1,0,1,2,2,1,0,3,6,2,2,1,1,0,1,25,15,1,2631,0,1
1,0,1,2,1,1,2,2,4,2,1,1,2,0,2,29,24,1,2896,0,1
0,0,4,2,3,2,0,1,0,4,1,1,2,0,1,44,6,2,4716,0,1
3,1,0,2,2,1,2,4,4,2,3,1,2,0,2,28,24,1,2284,0,1
3,0,2,2,4,1,1,2,1,2,2,0,2,0,2,50,6,1,1236,0,1
1,0,0,2,3,1,0,4,4,2,3,1,2,2,2,29,12,2,1103,1,1
3,0,0,2,2,1,1,1,0,4,0,1,1,0,0,38,12,1,926,0,1
3,0,0,2,2,1,2,4,4,4,2,1,2,0,2,24,18,2,1800,0,1
2,1,0,2,4,1,2,4,7,2,4,0,2,0,3,40,15,1,1905,0,1
3,0,2,2,4,1,2,4,3,2,2,0,1,0,1,29,12,1,1123,0,2
0,1,0,2,4,1,3,4,1,4,4,2,2,0,2,46,48,2,6331,0,2
2,1,1,2,2,1,3,4,4,2,4,2,1,0,2,47,24,1,1377,0,1
1,0,1,1,2,1,1,4,9,3,4,1,2,0,2,41,30,2,2503,0,1
1,1,0,2,1,2,1,4,9,2,1,1,1,0,2,32,27,1,2528,0,1
3,0,2,2,4,1,3,1,0,2,4,2,1,0,2,35,15,1,5324,0,1
1,0,1,2,2,1,1,3,0,2,3,1,2,0,2,24,48,1,6560,0,2
1,0,0,2,3,1,1,4,3,0,1,0,1,0,2,25,12,2,2969,0,2
1,0,0,2,4,1,0,4,4,2,4,1,1,0,2,25,9,1,1206,0,1
1,0,0,2,2,2,0,2,4,2,2,1,2,0,1,37,9,1,2118,0,1
3,1,2,0,3,1,1,4,4,4,4,1,2,0,3,32,18,2,629,0,1
0,0,0,2,4,1,3,4,7,1,4,2,1,0,2,35,6,1,1198,0,2
3,1,4,2,4,1,0,4,1,2,4,1,2,0,3,46,21,1,2476,0,1
0,0,0,2,4,1,0,4,4,4,2,1,2,0,1,25,9,2,1138,0,1
3,0,4,2,4,1,2,1,1,4,4,1,2,0,2,63,30,2,7596,0,1
3,1,4,2,2,2,2,3,4,4,4,1,2,0,2,40,30,2,3077,0,1
3,1,0,2,2,1,3,4,4,2,2,2,2,0,3,32,18,1,1505,0,1
2,1,4,2,2,1,2,3,4,4,2,1,2,0,2,31,24,2,3148,0,1
1,1,1,0,4,1,2,3,1,0,4,1,3,0,2,31,20,2,6148,0,1
2,1,0,2,2,1,2,4,4,0,1,1,2,0,3,34,9,2,1337,0,2
1,0,3,0,2,2,1,4,7,1,1,0,1,0,2,24,6,1,433,0,2
0,0,0,2,2,1,0,4,0,2,2,1,1,0,1,24,12,1,1228,0,2
1,0,2,2,3,1,0,4,4,2,2,1,1,0,1,66,9,1,790,0,1
3,0,0,2,3,1,0,3,0,2,2,0,1,0,2,21,27,1,2570,0,2
3,0,3,0,2,1,0,2,0,4,2,1,1,0,1,41,6,2,250,0,1
3,0,2,2,2,1,1,2,4,4,2,1,3,0,1,47,15,2,1316,0,1
0,0,0,0,4,1,2,4,4,2,2,0,1,0,2,25,18,2,1882,0,2
1,0,0,2,3,1,3,4,9,1,4,0,1,0,2,59,48,1,6416,0,2
2,1,3,2,4,1,0,2,9,4,2,1,0,0,2,36,24,2,1275,0,1
1,0,0,2,2,1,2,1,4,3,1,1,2,0,2,33,24,1,6403,0,1
0,0,0,2,4,2,0,2,4,2,2,0,2,0,1,21,24,1,1987,0,2
1,0,0,2,2,1,0,4,4,2,3,1,1,2,1,44,8,1,760,0,1
3,1,3,2,4,1,2,2,1,2,2,0,1,0,2,28,24,1,2603,0,1
3,0,0,2,1,2,0,1,0,4,3,1,1,0,2,37,4,1,3380,0,1
1,0,4,0,2,1,3,3,5,1,1,1,1,0,0,29,36,1,3990,0,1
0,1,1,2,4,2,2,3,0,2,2,1,2,0,1,35,18,1,4380,0,1
3,1,0,2,3,2,3,1,0,4,3,1,2,0,3,45,6,2,6761,0,1
1,0,1,2,4,1,2,4,9,0,2,0,1,0,1,26,30,2,4280,0,2
0,0,1,0,3,1,2,2,0,1,3,1,2,0,2,32,24,1,2325,0,1
1,0,0,1,4,1,0,4,4,1,2,1,2,0,1,23,10,1,1048,0,1
3,1,4,2,3,1,1,4,4,2,4,1,2,0,2,41,21,1,3160,0,1
0,1,2,1,4,1,0,4,3,1,2,1,2,0,2,22,24,1,2483,0,1
0,0,0,0,1,1,1,3,9,4,1,1,2,0,1,28,13,2,1797,0,1
0,0,0,2,4,1,2,1,0,2,0,0,1,0,2,23,15,1,2511,0,1
0,0,0,2,1,1,0,3,0,2,1,1,1,0,1,37,12,1,1274,0,2
3,0,4,2,3,1,2,1,1,2,2,1,2,0,2,26,21,1,5248,0,1
3,0,0,2,2,1,2,2,1,2,3,1,2,0,2,33,15,1,3029,0,1
0,1,0,0,1,1,1,2,3,2,4,1,1,0,2,49,6,1,428,0,1
0,0,0,2,2,1,2,1,0,2,1,1,1,0,1,23,18,1,976,0,2
1,0,1,2,4,1,0,2,9,2,3,0,1,0,1,23,12,1,841,0,1
3,0,0,2,2,1,2,4,4,4,3,1,1,0,2,25,30,2,5771,0,1
3,0,3,2,4,2,3,4,6,3,4,2,2,0,2,55,12,2,1555,0,2
0,0,4,2,4,1,3,4,0,2,3,0,1,0,2,32,24,1,1285,0,2
2,1,4,2,4,1,3,3,4,4,2,2,2,0,2,39,15,2,1271,0,2
3,1,0,2,2,1,0,2,0,2,2,1,2,2,2,31,24,1,1393,0,1
0,0,0,2,3,1,1,4,0,4,4,1,2,0,2,35,12,2,691,0,2
3,1,4,2,4,1,2,1,0,4,4,1,1,0,2,59,15,1,5045,0,1
0,0,0,2,4,1,0,4,3,4,2,0,1,0,2,24,18,2,2124,0,2
0,0,0,2,3,1,1,4,4,2,2,1,2,0,1,24,12,1,2214,0,1
3,1,1,2,3,1,1,4,0,4,3,1,3,0,2,27,24,2,2463,0,1
1,0,0,0,3,1,0,3,4,2,4,1,3,2,1,40,12,2,1155,0,1
0,0,0,2,4,1,1,2,3,2,1,1,0,0,1,31,30,1,3108,0,2
3,0,4,2,4,1,0,1,1,2,1,0,1,0,2,31,10,1,2901,0,1
1,1,0,2,4,1,2,1,3,4,4,0,2,0,2,28,12,3,3617,0,1
3,1,0,2,4,1,0,2,4,4,4,1,2,0,1,63,12,2,1655,0,1
0,0,4,2,4,1,0,2,1,2,4,0,1,0,2,26,24,1,2812,0,1
0,1,0,2,2,1,3,3,7,4,2,1,1,0,3,25,36,2,8065,0,2
3,1,0,2,4,1,2,1,1,4,4,1,2,0,3,36,21,1,3275,0,1
3,0,1,0,4,1,1,4,4,4,4,1,2,0,2,52,24,2,2223,0,1
2,0,2,0,4,1,3,2,0,4,0,2,2,0,0,66,12,3,1480,0,1
0,0,4,2,4,1,0,4,0,2,2,0,1,0,2,25,24,1,1371,0,2
3,1,0,2,4,1,2,4,0,4,3,1,2,0,2,37,36,2,3535,0,1
0,0,0,2,1,1,0,4,4,2,3,1,1,2,2,25,18,1,3509,0,1
3,1,3,2,2,1,2,4,1,4,4,1,2,0,3,38,36,2,5711,0,1
1,1,0,2,4,1,2,2,6,2,0,1,1,0,2,67,18,1,3872,0,1
1,0,0,2,2,1,0,2,4,4,3,1,2,2,2,25,39,2,4933,0,2
3,1,3,2,4,1,0,4,0,4,4,1,2,0,2,60,24,1,1940,0,1
1,1,0,2,2,1,0,2,8,0,2,1,2,0,1,31,12,1,1410,0,1
1,0,1,0,2,1,1,4,0,2,1,1,1,0,1,23,12,1,836,0,2
1,1,4,2,4,1,0,1,1,2,0,1,0,0,3,60,20,1,6468,0,1
1,1,3,2,2,1,1,4,9,2,2,1,2,0,1,35,18,1,1941,0,1
3,0,2,2,4,1,2,3,4,2,4,1,2,0,2,40,22,1,2675,0,1
3,1,4,2,3,2,2,4,1,4,4,1,2,0,2,38,48,2,2751,0,1
1,0,0,2,4,1,3,4,7,3,4,2,2,0,2,50,48,1,6224,0,2
0,1,0,0,3,1,3,4,7,4,2,1,2,0,2,27,40,1,5998,0,2
1,0,0,2,4,2,1,2,9,2,4,1,1,0,2,39,21,1,1188,0,2
3,1,4,2,4,2,2,3,1,2,4,1,2,0,3,41,24,1,6313,0,1
3,0,4,2,2,1,1,1,3,4,2,1,3,0,2,27,6,2,1221,0,1
2,0,0,2,4,1,3,3,3,2,4,2,0,0,2,51,24,1,2892,0,1
3,1,2,2,3,1,3,4,3,2,4,0,2,0,2,32,24,1,3062,0,1
3,0,1,2,4,1,1,2,3,2,1,0,1,0,2,22,9,1,2301,0,1
0,1,4,2,4,2,1,1,1,2,4,2,2,0,2,51,18,1,7511,0,2
3,0,0,2,4,1,1,2,3,4,1,0,1,0,1,22,12,2,1258,0,1
3,1,4,2,4,1,2,4,0,3,4,1,3,0,2,54,24,2,717,0,1
1,0,4,2,2,1,0,4,0,2,1,1,2,0,0,35,9,1,1549,0,1
3,0,0,2,4,2,3,4,7,4,4,2,2,0,2,54,24,2,1597,0,1
1,1,0,0,4,1,0,3,4,4,4,0,1,2,1,48,18,2,1795,0,1
0,0,0,2,4,1,1,1,3,4,4,1,1,0,2,24,20,2,4272,0,1
3,0,4,2,4,1,2,4,4,4,4,1,2,0,2,35,12,2,976,0,1
1,0,4,2,2,1,0,1,0,2,0,0,1,0,0,24,12,1,7472,0,1
0,1,0,2,1,1,2,2,0,2,3,1,2,0,2,24,36,1,9271,0,2
1,0,0,2,3,1,0,3,4,2,1,1,3,0,1,26,6,1,590,1,1
3,0,4,2,4,1,0,4,4,4,4,1,2,0,2,65,12,4,930,0,1
1,1,0,0,2,1,3,1,1,1,0,2,2,0,3,55,42,1,9283,0,1
1,0,0,2,1,1,0,2,0,0,1,0,1,0,0,26,15,2,1778,0,2
1,1,0,2,2,1,0,3,9,2,1,1,3,0,2,26,8,1,907,0,1
1,0,0,0,3,1,0,3,4,2,3,1,3,2,1,28,6,1,484,0,1
0,1,0,2,4,1,2,4,1,4,3,1,2,0,2,24,36,2,9629,0,2
0,0,0,2,4,1,2,3,5,2,2,1,2,0,2,54,48,1,3051,0,2
0,0,0,2,4,2,3,4,0,2,3,2,2,0,2,46,48,1,3931,0,2
1,0,0,2,2,1,1,2,0,3,2,0,1,0,2,54,36,1,7432,0,1
3,0,2,2,4,1,0,1,5,2,2,1,0,0,2,62,6,1,1338,0,1
3,1,0,2,2,1,2,1,4,4,3,0,1,0,2,24,6,2,1554,0,1
0,0,0,0,3,1,0,4,4,2,2,1,3,0,2,26,18,1,1345,0,2
3,1,0,2,2,1,0,3,0,2,2,1,3,0,2,27,12,2,1101,0,1
2,0,0,2,1,1,2,3,4,2,2,1,3,0,2,24,12,1,3016,0,1
0,0,0,0,2,2,1,2,3,2,4,1,2,0,2,41,36,1,2712,0,2
0,0,0,2,4,1,0,4,0,4,4,1,2,0,1,47,8,2,731,0,1
3,1,0,2,2,1,2,3,3,4,1,1,0,0,3,35,18,2,3780,0,1
0,1,0,2,3,1,2,4,0,4,4,1,3,0,2,30,21,2,1602,0,1
0,1,0,0,4,1,0,1,0,4,4,0,1,0,2,33,18,3,3966,0,2
3,0,0,1,2,2,2,2,9,0,2,1,2,0,2,36,18,2,4165,0,2
0,0,4,2,4,1,3,3,1,2,4,2,2,0,2,47,36,1,8335,0,2
1,1,4,2,4,2,3,4,9,3,2,2,2,0,2,38,48,1,6681,0,1
3,1,2,2,2,2,2,4,9,3,2,1,2,0,2,44,24,2,2375,0,1
0,1,0,2,3,1,2,4,0,2,1,0,1,0,2,23,18,1,1216,0,2
1,1,4,2,4,1,2,2,4,2,4,1,1,0,2,42,24,1,5084,0,1
2,0,0,2,3,1,0,2,4,2,1,1,1,0,1,25,15,1,2327,0,2
0,0,0,0,4,1,2,4,0,0,2,1,2,0,2,48,12,2,1082,0,2
3,0,4,2,2,1,2,4,4,2,2,1,1,0,2,21,12,1,886,0,1
3,0,0,2,3,2,0,1,3,2,1,0,1,0,1,23,4,1,601,0,1
0,1,0,2,4,1,1,4,1,4,4,1,2,0,2,63,24,2,2957,0,1
3,0,0,2,3,1,0,4,4,4,4,1,3,1,2,46,24,2,2611,0,1
0,0,0,2,2,1,1,4,3,2,3,1,2,0,2,29,36,1,5179,0,2
3,0,0,1,2,1,0,3,1,3,2,1,2,0,1,28,21,2,2993,0,1
3,0,0,2,4,1,0,4,6,2,1,1,1,0,2,23,18,1,1943,0,2
3,1,0,0,4,1,2,4,9,1,3,1,2,0,2,50,24,1,1559,0,1
3,1,0,0,4,2,1,4,3,2,4,1,2,0,2,47,18,3,3422,0,1
1,1,4,2,3,1,2,2,3,2,3,1,2,0,2,35,21,1,3976,0,1
3,0,4,2,4,1,2,2,0,2,2,0,2,0,2,68,18,2,6761,0,2
3,0,0,2,2,1,0,4,0,2,1,1,3,0,2,28,24,1,1249,0,1
0,0,0,2,4,1,0,3,4,2,3,1,2,0,2,59,9,1,1364,0,1
0,0,0,1,4,1,0,4,4,2,4,1,2,0,1,57,12,1,709,0,2
0,0,0,0,2,1,1,4,0,4,2,0,3,2,2,33,20,2,2235,1,2
3,1,4,2,4,1,1,3,1,4,3,1,2,0,2,43,24,2,4042,0,1
3,1,0,2,4,1,3,4,4,4,2,2,2,0,2,35,15,2,1471,0,1
0,0,0,2,4,2,3,4,0,1,3,2,2,0,1,32,18,2,1442,0,2
3,1,0,2,2,2,2,2,0,3,4,1,2,0,2,45,36,2,10875,0,1
3,1,1,2,3,1,0,4,0,2,1,1,3,0,2,33,24,1,1474,0,1
3,1,4,2,3,1,1,4,8,2,3,1,1,0,2,40,10,1,894,0,1
3,1,0,2,2,1,3,4,3,4,2,2,2,0,2,28,15,1,3343,0,1
0,1,0,2,2,1,1,3,0,2,2,1,1,0,2,29,15,1,3959,0,2
3,0,1,2,2,2,0,1,0,2,2,0,2,2,2,26,9,1,3577,1,1
3,0,3,2,2,1,0,4,1,4,2,1,2,0,2,27,24,2,5804,0,1
3,1,0,2,2,1,2,4,9,3,2,1,3,0,2,28,18,1,2169,0,2
0,1,0,2,4,1,0,4,4,2,1,1,1,0,2,35,24,1,2439,0,2
3,1,3,1,2,2,0,4,3,4,1,1,2,0,1,32,27,2,4526,0,1
3,0,0,0,2,1,0,2,3,2,2,0,2,0,1,25,10,1,2210,0,2
3,0,2,2,4,1,2,2,3,2,2,0,1,0,2,20,15,1,2221,0,1
0,0,0,1,1,1,2,4,4,2,1,1,1,0,2,27,18,1,2389,0,1
3,0,0,1,4,1,1,2,3,4,4,1,2,0,2,42,12,1,3331,0,1
3,0,4,2,2,1,1,3,9,2,4,1,2,0,2,37,36,2,7409,0,1
0,0,0,2,4,1,1,4,3,2,4,0,1,0,2,24,12,1,652,0,1
3,1,2,2,4,1,2,2,3,3,3,1,1,0,2,40,36,2,7678,0,1
2,0,0,2,4,2,0,1,0,4,4,1,2,0,2,46,6,2,1343,1,1
0,1,1,2,1,1,0,4,9,4,3,1,2,0,2,26,24,2,1382,0,1
3,0,4,2,1,1,0,4,5,2,1,1,1,0,2,24,15,1,874,0,1
0,0,0,2,2,2,1,2,3,2,2,1,2,1,1,29,12,1,3590,0,1
1,0,3,2,4,1,2,4,0,4,2,1,1,0,2,40,11,2,1322,0,1
0,1,0,0,4,1,3,3,4,1,1,2,2,1,3,36,18,1,1940,0,1
3,0,0,2,2,1,2,4,4,2,4,1,2,0,2,28,36,1,3595,0,1
0,1,0,2,2,1,3,3,0,2,1,2,2,0,3,27,9,1,1422,0,2
3,0,4,2,3,1,1,2,4,4,3,1,2,0,2,36,30,2,6742,0,1
3,1,0,2,3,1,2,3,1,2,3,1,2,0,3,38,24,1,7814,0,1
3,1,4,2,4,1,3,2,1,2,2,2,0,0,2,48,24,1,9277,0,1
1,0,4,2,4,1,0,4,0,4,4,1,2,0,2,36,30,2,2181,0,1
3,0,0,2,4,1,2,4,4,4,0,1,1,0,0,65,18,2,1098,0,1
1,1,0,2,3,1,2,3,3,2,3,1,0,0,2,43,24,1,4057,0,2
0,0,0,2,4,1,1,4,7,2,1,1,1,0,2,53,12,1,795,0,2
1,1,4,2,3,2,3,4,9,4,3,1,2,0,2,34,24,2,2825,0,1
3,1,0,2,4,1,2,4,0,4,4,1,2,0,3,34,36,2,6614,0,1
3,1,4,0,4,2,0,3,1,1,1,0,2,2,2,40,28,2,7824,0,1
0,1,0,1,4,2,2,4,9,4,4,1,2,0,3,43,27,4,2442,0,1
3,1,0,2,4,1,2,4,4,4,4,1,2,0,2,46,15,2,1829,0,1
0,0,0,0,4,1,1,4,0,4,2,1,2,0,1,38,12,2,2171,1,1
1,1,0,2,4,1,2,3,1,4,2,1,2,0,2,34,36,2,5800,0,1
3,1,4,2,3,1,1,4,4,4,2,1,2,0,2,29,18,2,1169,0,1
3,1,4,1,2,2,2,3,1,3,3,1,2,0,3,31,36,1,8947,0,1
0,1,0,2,4,1,1,4,4,2,1,0,1,0,3,28,21,1,2606,0,1
3,0,3,2,2,1,1,3,3,4,3,1,1,0,2,35,12,1,1592,1,1
3,0,4,0,4,1,0,1,3,2,3,0,1,0,1,33,15,1,2186,0,1
0,0,0,2,3,1,2,2,3,2,2,1,2,1,2,42,18,1,4153,0,2
0,1,0,0,4,1,1,2,0,4,4,0,2,2,2,43,16,1,2625,0,2
3,1,4,2,4,1,0,2,0,4,1,1,0,0,2,44,20,2,3485,0,1
3,0,4,2,4,1,3,2,1,4,4,2,2,0,2,42,36,2,10477,0,1
3,1,4,2,2,1,0,4,4,2,2,0,3,0,2,40,15,1,1386,0,1
3,1,0,2,1,1,0,4,4,2,4,1,2,0,3,36,24,1,1278,0,1
0,1,0,2,2,2,0,2,4,2,2,0,2,0,3,20,12,1,1107,0,1
0,0,4,2,2,1,0,2,0,2,3,1,2,1,1,24,21,1,3763,1,1
1,0,4,2,2,1,2,2,7,2,2,1,3,0,2,27,36,1,3711,0,1
3,0,0,2,2,1,1,1,1,3,1,1,1,0,1,46,15,2,3594,0,1
1,0,4,2,2,1,0,1,0,2,2,1,1,0,1,33,9,1,3195,0,1
3,0,0,2,4,1,0,4,4,3,2,1,1,0,2,34,36,2,4454,0,1
1,0,0,0,4,1,2,2,3,4,1,1,1,0,1,25,24,1,4736,0,2
1,0,4,2,4,1,2,2,4,2,4,1,1,0,2,25,30,1,2991,0,1
3,1,3,2,2,1,0,1,9,2,4,1,0,0,2,28,11,1,2142,0,1
0,1,0,2,2,1,1,4,9,1,2,0,2,0,2,31,24,1,3161,0,2
3,0,1,2,2,2,0,1,1,2,2,1,2,1,2,32,10,1,2848,0,1
0,0,1,2,1,1,1,1,3,2,0,1,0,0,2,33,24,1,2359,0,2
0,1,0,2,2,1,1,4,3,2,4,0,2,0,3,39,24,1,3345,0,2
3,0,0,2,2,1,3,4,3,4,2,1,1,0,2,28,18,2,1817,0,1
0,0,0,2,4,1,1,3,4,2,1,0,1,0,2,22,9,1,1366,0,2
1,1,0,2,4,2,1,3,0,2,3,0,2,0,2,30,12,1,2002,0,1
0,1,0,0,1,1,1,2,3,1,1,1,0,0,2,55,24,1,6872,0,2
0,1,0,0,2,1,2,4,0,1,1,1,2,0,2,46,12,2,697,0,2
0,0,0,2,4,1,1,4,3,4,1,0,1,0,2,21,18,1,1049,0,1
0,1,0,1,4,2,3,4,1,2,3,2,2,0,2,39,48,3,10297,0,2
3,1,4,2,4,1,2,4,4,2,4,1,2,0,2,58,30,1,1867,0,1
0,0,0,2,2,2,0,4,0,3,2,1,2,0,1,43,12,2,1344,0,1
0,0,0,2,1,1,1,4,3,2,1,1,2,1,1,24,24,1,1747,1,1
1,1,0,2,2,1,2,4,4,2,1,1,1,0,2,22,9,1,1670,0,2
3,0,0,2,1,1,0,3,0,4,2,1,2,0,2,30,9,2,1224,0,1
3,1,2,2,4,2,1,4,4,4,4,1,2,0,2,42,12,2,522,0,1
0,0,0,0,1,1,2,4,4,2,2,1,1,0,2,23,12,1,1498,0,1
1,0,1,1,3,1,3,4,4,3,1,1,2,0,3,30,30,2,1919,0,2
2,0,0,2,2,1,0,3,4,2,2,1,1,0,1,28,9,1,745,0,2
1,1,0,2,3,1,2,4,4,2,1,0,3,0,3,30,6,1,2063,0,1
3,1,4,2,4,2,1,2,1,4,2,1,2,0,3,46,24,2,6842,0,1
3,1,4,2,3,2,1,2,0,2,1,1,2,0,3,45,12,1,3527,0,1
3,0,0,2,2,2,0,3,0,2,2,1,2,0,1,31,10,1,1546,1,1
3,1,4,1,2,1,2,4,3,2,3,1,2,0,2,31,24,1,929,0,1
3,0,0,2,1,2,0,2,0,4,3,1,2,0,1,42,4,3,1455,0,1
0,0,0,2,1,1,1,4,3,2,1,0,1,2,2,46,15,1,1845,0,1
1,0,2,2,1,1,2,1,0,0,1,1,1,0,2,30,48,2,8358,0,1
0,1,2,2,4,2,3,4,3,1,1,2,2,0,2,30,24,1,3349,0,2
3,1,4,2,4,1,3,4,0,2,0,1,2,0,3,38,12,1,2859,0,1
3,0,0,2,1,2,1,4,3,2,1,1,3,1,1,43,18,1,1533,0,2
3,0,1,2,4,1,2,2,4,2,4,1,2,0,2,31,24,2,3621,0,2
1,1,0,2,3,2,2,3,9,4,0,1,3,0,0,40,18,3,3590,0,1
0,1,0,2,1,1,2,2,9,3,3,1,2,0,2,24,36,2,2145,0,2
1,0,2,2,4,1,2,3,1,2,1,0,1,0,2,28,24,1,4113,0,2
3,1,0,2,2,1,2,4,3,2,0,1,1,0,3,26,36,2,10974,0,2
0,1,0,2,4,1,1,4,0,2,2,1,1,2,2,29,12,1,1893,0,1
0,1,3,2,4,1,1,4,4,4,4,0,1,0,3,57,24,2,1231,0,1
2,0,4,1,4,1,1,4,4,4,4,1,2,0,1,49,30,2,3656,0,1
1,0,0,2,4,1,0,2,4,4,4,1,2,0,1,37,9,3,1154,0,1
0,0,0,2,2,1,2,3,0,2,2,1,2,0,1,45,28,1,4006,0,2
1,0,1,2,4,1,3,4,3,2,4,2,2,0,2,30,24,1,3069,0,1
3,0,0,2,2,1,0,2,4,4,4,0,3,0,2,30,6,2,1740,0,1
1,0,0,2,4,1,1,1,0,3,2,1,0,0,2,47,21,2,2353,0,1
3,0,4,2,2,1,3,3,0,2,2,1,2,0,2,29,15,1,3556,0,1
3,1,2,0,2,1,2,3,4,2,4,1,2,0,2,35,24,2,2397,0,2
1,0,0,2,1,1,1,3,6,2,1,1,3,0,1,22,6,1,454,0,1
1,0,4,2,1,1,2,4,4,2,2,1,1,0,2,26,30,1,1715,0,1
1,0,2,2,2,1,1,4,4,4,2,1,2,0,1,23,27,2,2520,0,2
3,1,0,0,2,1,2,4,4,2,4,0,1,0,3,54,15,1,3568,0,1
3,1,4,2,4,1,1,2,4,2,3,0,3,0,2,29,42,1,7166,0,1
0,0,0,2,2,2,0,1,0,4,2,1,2,0,1,40,11,2,3939,0,1
1,0,1,2,2,1,0,4,6,2,2,1,2,2,2,22,15,1,1514,0,1
3,0,0,2,4,2,1,1,0,2,2,1,2,0,1,43,24,1,7393,0,1
0,0,0,2,4,1,3,1,0,1,0,0,1,1,0,29,24,2,1193,0,2
3,1,0,2,2,1,2,4,4,4,2,1,1,0,2,33,30,1,2831,0,1
2,0,2,2,3,1,2,3,4,2,2,1,1,0,1,57,24,1,1258,0,1
1,0,0,2,3,1,0,2,4,2,2,1,1,2,2,64,6,1,753,0,1
1,0,4,2,2,1,1,4,9,3,4,1,2,0,2,42,18,2,2427,0,1
3,0,0,2,4,2,2,4,0,3,4,1,2,0,1,47,24,2,2538,0,2
1,0,1,2,2,1,1,2,0,1,2,0,3,0,2,25,15,1,1264,0,2
1,0,0,2,2,1,1,2,3,4,3,1,2,0,2,49,30,1,8386,0,2
3,1,0,0,2,1,2,3,9,2,0,0,2,0,3,33,48,1,4844,0,2
2,1,1,0,1,1,2,1,0,2,2,1,1,0,3,28,21,1,2923,0,1
0,0,0,2,2,2,1,2,1,2,2,1,2,0,2,26,36,1,8229,0,2
3,0,0,2,2,1,1,2,3,4,3,1,2,0,1,30,24,2,2028,0,1
0,0,0,2,3,1,1,4,3,4,2,0,1,0,2,25,15,2,1433,0,1
2,0,0,2,1,1,1,2,9,0,1,1,0,0,2,33,42,2,6289,0,1
3,0,1,2,4,1,0,2,4,2,0,1,1,0,2,64,13,1,1409,0,1
0,1,0,2,2,1,3,4,1,2,0,2,2,0,3,29,24,1,6579,0,1
1,0,0,2,2,1,1,4,4,4,4,1,2,0,1,48,24,2,1743,0,1
3,0,4,2,1,2,1,2,7,4,1,1,2,0,1,37,12,2,3565,0,1
3,0,1,0,4,2,2,4,4,1,4,1,2,0,1,34,15,1,1569,0,1
0,0,4,2,4,1,2,2,4,2,3,0,3,0,1,23,18,2,1936,0,1
0,1,0,2,3,1,1,4,3,2,0,1,2,0,3,30,36,1,3959,0,1
3,1,4,2,3,1,2,4,0,2,4,1,2,0,2,50,12,1,2390,0,1
3,0,0,2,4,1,0,3,3,2,3,1,1,0,1,31,12,1,1736,0,1
0,1,0,2,4,1,1,4,1,2,2,1,0,0,3,40,30,1,3857,0,1
3,0,0,2,4,1,2,4,4,2,4,1,2,0,2,38,12,1,804,0,1
0,1,0,2,4,1,3,4,4,2,2,2,2,0,2,23,45,1,1845,0,2
1,0,1,2,4,1,2,3,1,4,0,1,2,0,2,27,45,1,4576,0,1
1,0,0,2,2,1,0,2,4,2,2,1,1,0,2,22,48,1,5951,0,2
0.760065419,0.239934581,0,2,2,1,0.239934581,2.479869161,4,1.520130839,2,0.760065419,1.239934581,0,2,23.43960748,39.3623551,1.239934581,6010.503776,0,2
0,0.219180053,0,2,3.780819947,1.780819947,2.561639894,2.780819947,0,2.780819947,2.219180053,1.780819947,2,0.219180053,2,48.17803884,24,1.780819947,4858.383457,0,2
1.128911932,0.376303977,0,1.247392045,3.247392045,1.623696023,2.623696023,3,3.386735797,2.623696023,1.247392045,1.247392045,2,0,2.376303977,45.47392045,33.03129546,1.623696023,4860.216097,0,2
1,0.747687571,0,2,2.747687571,1,2,2.504624858,2.243062714,4,1.495375142,1,1.504624858,0,3,29.49537514,43.45837628,1.252312429,5130.819115,0,2
0.728385086,0,0,2,2,1,1.728385086,4,0.814844741,3.456770172,0.814844741,1,2.728385086,0,2.728385086,28.27161491,31.62968948,1.728385086,5219.06118,0,2
0.833459317,0,0.166540683,2,1.166540683,1,2,3.166540683,0.666162733,2,1.166540683,0.166540683,1,0,1.833459317,26.16578478,13.9984882,1,1292.834971,0,2
1.448575719,0,0.897151439,2,1.672863579,1,1.77571214,3.22428786,0,2,1.22428786,0.22428786,1.22428786,0.448575719,1.77571214,25.44857572,11.55142428,1,1298.14003,0,2
0,0,0.368354818,2,4,1,1.184177409,2.631645182,7.894935545,2.368354818,1.184177409,0.184177409,1,0,2,23.81582259,45.23733886,1.184177409,4303.02721,0,2
